block;bee_hive;loaf;boat;tub;blinker;toad;beacon;pulsar;glider;heat;occupancy
[[0, 0, 13, 14]];0;0;0;0;0;0;0;0;0;30;43
[[0, 0, 13, 14]];0;0;0;0;0;0;0;0;0;31;50
[[0, 0, 13, 14]];0;0;0;0;0;0;0;0;0;47;51
[[0, 0, 13, 14]];0;0;0;0;[[0, 1, 6, 5]];0;0;0;0;51;42
[[0, 0, 13, 14]];0;0;0;0;[[0, 0, 6, 5], [0, 1, 4, 9]];0;0;0;0;42;42
[[0, 0, 13, 14]];0;0;0;0;[[0, 1, 6, 5]];0;0;0;0;44;38
[[0, 0, 13, 14]];0;0;0;0;[[0, 0, 6, 5]];0;0;0;0;32;36
[[0, 0, 13, 14]];0;0;0;0;[[0, 1, 6, 5]];0;0;0;0;28;38
[[0, 0, 13, 14]];0;0;0;0;[[0, 0, 6, 5]];0;0;0;0;34;30
[[0, 0, 13, 14]];0;0;0;0;[[0, 1, 6, 5]];0;0;0;0;22;28
[[0, 0, 13, 14]];0;0;0;0;[[0, 0, 6, 5]];0;0;0;0;21;31
[[0, 0, 13, 14]];0;0;0;0;[[0, 1, 6, 5]];0;0;0;0;19;32
[[0, 0, 13, 14]];0;0;0;0;[[0, 0, 6, 5]];0;0;0;0;25;35
[[0, 0, 13, 14]];0;0;0;0;0;0;0;0;0;25;34
[[0, 0, 13, 14]];0;0;0;0;0;0;0;0;0;33;31
[[0, 0, 13, 14]];0;0;0;0;0;0;0;0;0;24;35
[[0, 0, 13, 14]];0;0;0;0;0;0;0;0;0;23;30
0;0;0;0;0;0;0;0;0;0;32;40
0;0;0;0;0;0;0;0;0;0;40;34
[[0, 0, 5, 7]];0;0;0;0;0;0;0;0;0;32;38
0;0;0;0;0;0;0;0;0;0;33;27
0;0;0;0;0;[[0, 1, 5, 7]];0;0;0;0;25;26
0;0;0;0;0;0;0;0;0;0;25;21
0;0;0;0;0;0;0;0;0;0;22;17
0;0;0;0;0;0;0;0;0;0;15;12
0;0;0;0;0;0;0;0;0;0;10;10
0;0;0;0;0;[[0, 1, 0, 10], [0, 1, 3, 11]];0;0;0;0;8;6
0;0;0;0;0;0;0;0;0;0;8;6
0;0;0;0;0;0;0;0;0;0;8;10
0;0;0;0;0;0;0;0;0;0;10;8
0;0;0;0;0;0;0;0;0;0;8;8
0;0;0;0;0;0;0;0;0;0;4;12
0;0;0;0;0;[[0, 0, 0, 9], [0, 0, 3, 12]];0;0;0;0;12;8
0;0;0;0;0;0;0;0;0;0;10;6
0;0;0;0;0;0;0;0;0;0;6;4
0;0;0;0;0;0;0;0;0;0;4;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0
