block;bee_hive;loaf;boat;tub;blinker;toad;beacon;pulsar;glider;heat;occupancy
0;0;0;0;0;0;0;0;0;0;46;44
0;0;0;0;0;0;0;0;0;0;41;47
[[0, 0, 13, 4]];0;0;0;0;0;0;0;0;0;45;44
0;0;0;0;0;0;0;0;0;0;43;41
0;0;0;0;0;0;0;0;0;0;50;41
[[0, 0, 15, 2]];0;0;0;0;0;0;0;0;0;36;39
[[0, 0, 3, 1]];0;0;0;0;0;0;0;0;0;33;34
0;0;0;0;0;0;0;0;0;0;22;40
0;0;0;0;0;0;0;0;0;0;36;34
0;0;0;0;0;[[0, 1, 3, 6]];0;0;0;0;27;35
0;0;0;0;0;0;0;0;0;0;33;22
0;0;0;0;0;0;0;0;0;0;22;22
0;0;0;0;0;0;0;0;0;0;18;18
0;0;0;0;0;0;0;0;0;0;12;24
0;0;0;0;0;0;0;0;0;0;19;25
0;0;0;0;0;0;0;0;0;0;27;28
0;0;0;0;0;0;0;0;0;0;26;26
0;0;0;0;0;0;0;0;0;0;25;29
0;0;0;0;0;0;0;0;0;0;26;21
0;0;0;0;0;0;0;0;0;0;17;22
0;0;0;0;0;[[0, 1, 14, 15]];0;0;0;0;16;22
0;0;0;0;0;0;0;0;0;0;22;30
0;0;0;0;0;0;0;0;0;0;27;25
0;0;0;0;0;0;0;0;0;0;19;28
0;0;0;0;0;0;0;0;0;0;23;27
0;0;0;0;0;0;0;0;0;0;22;29
0;0;0;0;0;0;0;0;0;0;22;31
0;0;0;0;0;0;0;0;0;0;26;31
0;0;0;0;0;0;0;0;0;0;30;25
0;0;0;0;0;0;0;0;0;0;26;25
0;0;0;0;0;0;0;0;0;0;24;29
0;0;0;0;0;0;0;0;0;0;23;20
0;0;0;0;0;0;0;0;0;0;17;23
0;0;0;0;0;0;0;0;0;0;21;16
0;0;0;0;0;0;0;0;0;0;16;16
0;0;0;0;0;0;0;0;0;0;17;17
0;0;0;0;0;0;0;0;0;0;14;9
