block;bee_hive;loaf;boat;tub;blinker;toad;beacon;pulsar;glider;heat;occupancy
0;0;0;0;0;[[0, 0, 11, 12]];0;0;0;0;21;28
0;0;0;0;0;0;0;0;0;0;26;30
0;0;0;0;0;0;0;0;0;0;20;34
0;0;0;0;0;0;0;0;0;0;27;35
0;0;0;0;0;0;0;0;0;0;32;31
0;0;0;0;0;0;0;0;0;0;33;24
0;0;0;0;0;0;0;0;0;0;20;26
0;0;0;0;0;0;0;0;0;0;20;30
0;0;0;0;0;0;0;0;0;0;21;23
0;0;0;0;0;0;0;0;0;0;22;23
0;0;0;0;0;0;0;0;0;0;16;27
0;0;0;0;0;0;0;0;0;0;23;30
0;0;0;0;0;0;0;0;0;0;23;33
0;0;0;0;0;0;0;0;0;0;30;29
0;0;0;0;0;0;0;0;0;0;22;23
0;0;0;0;0;0;0;0;0;0;19;30
0;0;0;0;0;0;0;0;0;0;30;32
0;0;0;0;0;0;0;0;0;0;30;42
0;0;0;0;0;[[0, 1, 13, 3]];0;0;0;0;41;33
0;0;0;0;0;0;0;0;0;0;36;41
0;0;0;0;0;0;0;0;0;0;41;32
0;0;0;0;0;0;0;0;0;0;32;32
0;0;0;0;0;0;0;0;0;0;36;30
0;0;0;0;0;0;0;0;0;0;33;25
0;0;0;0;0;[[0, 0, 8, 13]];0;0;0;0;24;25
0;0;0;0;0;0;0;0;0;0;20;19
[[0, 0, 9, 14], [0, 0, 11, 7]];0;0;0;0;0;0;0;0;0;16;19
0;0;0;0;0;0;0;0;0;0;12;19
0;[[0, 0, 11, 6]];0;0;0;0;0;0;0;0;7;18
0;0;0;0;0;0;0;0;0;0;6;20
0;0;0;0;0;0;0;0;0;0;16;16
0;0;0;0;0;0;0;0;0;0;17;21
0;0;0;0;0;0;0;0;0;0;17;12
0;0;0;0;0;[[0, 0, 11, 1]];0;0;0;0;16;8
0;0;0;0;0;[[0, 1, 11, 1]];0;0;0;0;11;7
0;0;0;0;0;[[0, 0, 11, 1]];0;0;0;0;10;5
0;0;0;0;0;[[0, 1, 11, 1]];0;0;0;0;6;3
0;0;0;0;0;[[0, 0, 11, 1]];0;0;0;0;4;3
0;0;0;0;0;[[0, 1, 11, 1]];0;0;0;0;4;3
0;0;0;0;0;[[0, 0, 11, 1]];0;0;0;0;4;3
0;0;0;0;0;[[0, 1, 11, 1]];0;0;0;0;4;3
0;0;0;0;0;[[0, 0, 11, 1]];0;0;0;0;4;3
0;0;0;0;0;[[0, 1, 11, 1]];0;0;0;0;4;3
0;0;0;0;0;[[0, 0, 11, 1]];0;0;0;0;4;3
0;0;0;0;0;[[0, 1, 11, 1]];0;0;0;0;4;3
0;0;0;0;0;[[0, 0, 11, 1]];0;0;0;0;4;3
0;0;0;0;0;[[0, 1, 11, 1]];0;0;0;0;4;3
0;0;0;0;0;[[0, 0, 11, 1]];0;0;0;0;4;3
0;0;0;0;0;[[0, 1, 11, 1]];0;0;0;0;4;3
0;0;0;0;0;[[0, 0, 11, 1]];0;0;0;0;4;3
