block;bee_hive;loaf;boat;tub;blinker;toad;beacon;pulsar;glider;heat;occupancy
0;0;0;0;0;0;0;0;0;0;49;39
0;0;0;0;0;0;0;0;0;0;34;45
0;0;0;0;0;0;0;0;0;0;43;30
0;0;0;0;0;0;0;0;0;0;25;31
0;0;0;0;0;0;0;0;0;0;33;30
0;0;0;0;0;0;0;0;0;0;28;22
0;0;0;0;0;0;0;0;0;0;14;26
0;0;0;0;0;0;0;0;0;0;17;23
0;0;0;0;0;0;0;0;0;0;17;22
0;0;0;0;0;0;0;0;0;0;11;25
0;[[0, 1, 3, 5]];0;0;0;0;0;0;0;0;19;16
0;[[0, 1, 3, 5]];0;0;0;0;0;0;0;0;12;14
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;6;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
0;[[0, 0, 12, 8], [0, 1, 3, 5]];0;0;0;0;0;0;0;0;0;12
