block;bee_hive;loaf;boat;tub;blinker;toad;beacon;pulsar;glider;heat;occupancy
0;[[0, 1, 12, 3]];0;0;0;[[0, 1, 10, 12]];0;0;0;0;21;23
[[0, 0, 5, 7]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;16;25
[[0, 0, 5, 7], [0, 0, 10, 12]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;11;22
[[0, 0, 5, 7]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;8;24
[[0, 0, 5, 7]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;11;19
[[0, 0, 5, 7], [0, 0, 10, 12]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;8;19
[[0, 0, 5, 7], [0, 0, 10, 12]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;4;19
[[0, 0, 5, 7]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;3;18
[[0, 0, 5, 7]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;9;19
[[0, 0, 5, 7]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;9;18
[[0, 0, 5, 7]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;5;19
[[0, 0, 5, 7]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;5;18
[[0, 0, 5, 7]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;5;19
[[0, 0, 5, 7]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;3;22
[[0, 0, 5, 7]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;9;21
[[0, 0, 5, 7]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;11;28
[[0, 0, 5, 7]];[[0, 1, 12, 3]];0;0;0;[[0, 0, 8, 1]];0;0;0;0;19;21
[[0, 0, 5, 7]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;12;21
[[0, 0, 5, 7]];[[0, 1, 12, 3]];0;0;0;0;0;0;0;0;9;20
[[0, 0, 5, 7]];0;0;0;0;0;0;0;0;0;9;25
[[0, 0, 5, 7]];0;0;0;0;0;0;0;0;0;14;27
[[0, 0, 5, 7]];0;0;0;0;0;0;0;0;0;9;32
[[0, 0, 5, 7]];0;0;0;0;0;0;0;0;0;10;34
[[0, 0, 5, 7]];0;0;0;0;0;0;0;0;0;15;37
[[0, 0, 5, 7]];0;0;0;0;0;0;0;0;0;21;42
[[0, 0, 5, 7]];0;0;0;0;0;0;0;0;0;26;36
[[0, 0, 5, 7]];0;0;0;0;0;0;0;0;0;20;32
[[0, 0, 5, 7]];0;0;0;0;[[0, 0, 0, 0]];0;0;0;0;25;31
[[0, 0, 5, 7]];0;0;0;0;0;0;0;0;0;24;27
[[0, 0, 5, 7]];0;0;0;0;0;0;0;0;0;21;32
[[0, 0, 5, 7]];0;0;0;0;0;0;0;0;0;24;26
